COSPAR_number;NORAD_number;owner1;owner2;owner3;owner4
2021-006BN ;47473;Planet Labs, Inc.;;;
2021-006DW ;47530;Planet Labs, Inc.;;;
2021-006DN ;47522;Planet Labs, Inc.;;;
2021-006CF ;47490;Planet Labs, Inc.;;;
2021-006CG ;47491;Planet Labs, Inc.;;;
2021-006ER ;47698;Planet Labs, Inc.;;;
2021-006EQ ;47612;Planet Labs, Inc.;;;
2021-006EN ;47687;Planet Labs, Inc.;;;
2021-006EM ;47686;Planet Labs, Inc.;;;
2021-006EP ;47688;Planet Labs, Inc.;;;
2021-006EK ;47684;Planet Labs, Inc.;;;
2021-006EL ;47685;Planet Labs, Inc.;;;
2021-006EJ ;47617;Planet Labs, Inc.;;;
2021-006DF ;47515;Planet Labs, Inc.;;;
2021-006DJ ;47518;Planet Labs, Inc.;;;
2021-006DT ;47527;Planet Labs, Inc.;;;
2021-006BP ;47474;Planet Labs, Inc.;;;
2021-006BT ;47478;Planet Labs, Inc.;;;
2020-061AT;46313;Planet Labs, Inc.;;;
2020-061AA;46296;Planet Labs, Inc.;;;
2020-061P;46285;Planet Labs, Inc.;;;
2020-061AB;46297;Planet Labs, Inc.;;;
2020-061Q;46286;Planet Labs, Inc.;;;
2020-061BE;46528;Planet Labs, Inc.;;;
2020-061BD;46527;Planet Labs, Inc.;;;
2020-061BF;46529;Planet Labs, Inc.;;;
2020-061BG;46597;Planet Labs, Inc.;;;
2020-061BH;46609;Planet Labs, Inc.;;;
2020-061BJ;46621;Planet Labs, Inc.;;;
2020-061BL;46735;Planet Labs, Inc.;;;
2020-061BM;46737;Planet Labs, Inc.;;;
2020-061BN;46738;Planet Labs, Inc.;;;
2020-061BP;46812;Planet Labs, Inc.;;;
2020-061PQ;46825;Planet Labs, Inc.;;;
2020-061AU;46314;Planet Labs, Inc.;;;
2020-061U;46290;Planet Labs, Inc.;;;
2020-061T;46289;Planet Labs, Inc.;;;
2020-061V;46291;Planet Labs, Inc.;;;
2020-061S;46288;Planet Labs, Inc.;;;
2022-002AK;51017;Planet Labs, Inc.;;;
2022-002BF;51037;Planet Labs, Inc.;;;
2022-002BT;51049;Planet Labs, Inc.;;;
2022-002AH;51015;Planet Labs, Inc.;;;
2022-002AW;51028;Planet Labs, Inc.;;;
2022-002CL;51066;Planet Labs, Inc.;;;
2022-002AC;51010;Planet Labs, Inc.;;;
2022-002AN;51020;Planet Labs, Inc.;;;
2022-002BD;51035;Planet Labs, Inc.;;;
2022-002Z;51007;Planet Labs, Inc.;;;
2022-002BQ;51046;Planet Labs, Inc.;;;
2022-002N;50996;Planet Labs, Inc.;;;
2022-002P;50997;Planet Labs, Inc.;;;
2022-002BJ;51040;Planet Labs, Inc.;;;
2022-002V;51003;Planet Labs, Inc.;;;
2022-002CA;51056;Planet Labs, Inc.;;;
2022-002AJ;51016;Planet Labs, Inc.;;;
2022-002AU;51026;Planet Labs, Inc.;;;
2022-002BP;51045;Planet Labs, Inc.;;;
2022-002AD;51011;Planet Labs, Inc.;;;
2022-002Y;51006;Planet Labs, Inc.;;;
2022-002S;51000;Planet Labs, Inc.;;;
2022-002BK;51041;Planet Labs, Inc.;;;
2022-002AS;51024;Planet Labs, Inc.;;;
2022-002BL;51042;Planet Labs, Inc.;;;
2022-002BS;51048;Planet Labs, Inc.;;;
2022-002BH;51039;Planet Labs, Inc.;;;
2022-002AB;51009;Planet Labs, Inc.;;;
2022-002AR;51023;Planet Labs, Inc.;;;
2022-002AX;51029;Planet Labs, Inc.;;;
2022-002CJ;51064;Planet Labs, Inc.;;;
2022-002BW;51052;Planet Labs, Inc.;;;
2022-002X;51005;Planet Labs, Inc.;;;
2022-002AL;51018;Planet Labs, Inc.;;;
2022-002AV;51027;Planet Labs, Inc.;;;
2022-002K;50993;Planet Labs, Inc.;;;
2022-002W;51004;Planet Labs, Inc.;;;
2022-002BM;51043;Planet Labs, Inc.;;;
2022-002CK;51065;Planet Labs, Inc.;;;
2022-002J;50992;Planet Labs, Inc.;;;
2022-002BR;51047;Planet Labs, Inc.;;;
2023-001AG;55039;Planet Labs, Inc.;;;
2023-001W;55029;Planet Labs, Inc.;;;
2023-001AL;55043;Planet Labs, Inc.;;;
2023-001BJ;55065;Planet Labs, Inc.;;;
2023-001BY;55079;Planet Labs, Inc.;;;
2023-001R;55024;Planet Labs, Inc.;;;
2023-001BM;55068;Planet Labs, Inc.;;;
2023-001AH;55040;Planet Labs, Inc.;;;
2023-001Y;55031;Planet Labs, Inc.;;;
2023-001Q;55023;Planet Labs, Inc.;;;
2023-001T;55026;Planet Labs, Inc.;;;
2023-001BT;55074;Planet Labs, Inc.;;;
2023-001BG;55063;Planet Labs, Inc.;;;
2023-001BW;55077;Planet Labs, Inc.;;;
2023-001P;55022;Planet Labs, Inc.;;;
2023-001BZ;55080;Planet Labs, Inc.;;;
2023-001M;55020;Planet Labs, Inc.;;;
2023-001U;55027;Planet Labs, Inc.;;;
2023-001BP;55070;Planet Labs, Inc.;;;
2023-001CC;55083;Planet Labs, Inc.;;;
2023-001AA;55033;Planet Labs, Inc.;;;
2023-001X;55030;Planet Labs, Inc.;;;
2023-001AC;55035;Planet Labs, Inc.;;;
2023-001S;55025;Planet Labs, Inc.;;;
2023-001BU;55075;Planet Labs, Inc.;;;
2023-001N;55021;Planet Labs, Inc.;;;
2023-001AK;55042;Planet Labs, Inc.;;;
2023-001CB;55082;Planet Labs, Inc.;;;
2023-001BA;55057;Planet Labs, Inc.;;;
2023-001BX;55078;Planet Labs, Inc.;;;
2023-001AY;55055;Planet Labs, Inc.;;;
2023-001V;55028;Planet Labs, Inc.;;;
2023-001BK;55066;Planet Labs, Inc.;;;
2023-001Z;55032;Planet Labs, Inc.;;;
2023-001BQ;55071;Planet Labs, Inc.;;;
2023-001BN;55069;Planet Labs, Inc.;;;
2022-039A;52257;China National Space Administration;;;
2021-102D;49398;Kawasaki Heavy Industries;;;
2022-072A;52935;Singapore Armed Forces;;;
2003-008A;27691;US Air Force;;;
2003-040A;27875;US Air Force;;;
1997-065A;25019;US Air Force;;;
2000-065A;26575;US Air Force;;;
1995-038A;23628;US Air Force;;;
2000-001A;26052;US Air Force;;;
2000-024A;26356;US Air Force;;;
2001-033A;26880;US Air Force;;;
2004-004A;28158;US Air Force;;;
2019-036F;44344;Air Force Research Laboratory;;;
2013-066D;39419;Emirates Institution for Advanced Science & Technology (EIAST);;;
2020-058C;46234;Academy of Military Science;;;
2022-047AF;52423;ESPACE;;;
2022-047AG;52424;ESPACE;;;
2022-047AJ;52426;ESPACE;;;
1997-050A;24936;Global Eagle Entertainment;;;
2018-099AJ;43790;OHB Italia;;;
2006-003A;28935;Echostar Satellite Services, LLC;;;
2008-035A;33207;Echostar Satellite Services, LLC;;;
2010-010A;36499;Echostar Satellite Services, LLC;;;
2010-034A;36792;Echostar Satellite Services, LLC;;;
2012-065A;39008;Echostar Satellite Services, LLC;;;
2012-035A;38551;Echostar Satellite Services, LLC;;;
2016-039B;41592;Echostar Satellite Services, LLC;;;
2016-079A;41893;HughesNet leased from Echostar Technologies, LLC;;;
2017-032A;42749;Echostar Satellite Services, LLC;;;
2017-014A;42070;Echostar Satellite Services, LLC;;;
2002-006A;27378;Echostar Satellite Services, LLC;;;
2003-034A;27854;Echostar Satellite Services, LLC;Intelsat ;;
2008-016A;32763;Echostar Satellite Services, LLC;;;
2019-038B;44388;Equator Technological University;;;
2019-049A;44475;Airbus;;;
2019-008A;44047;National Authority for Remote Sensing and Space Science (NARSS);;;
2015-066A;41032;Ministry of Defense;;;
2017-027A;42719;Ministry of Defense;;;
2019-065A;44552;Ministry of Defense;;;
2020-031A;45608;Ministry of Defense;;;
2021-113A;49503;Ministry of Defense;;;
2019-038Y;44408;Momentus;;;
2011-001A;37344;Roshydromet - Planeta;;;
2015-074A;41105;Roshydromet - Planeta;;;
2019-095A;44903;Roshydromet - Planeta;;;
2023-016A;55506;Roshydromet - Planeta;;;
2018-070D ;43616;University of California;;;
2011-076D;38010;DGA (Arms Procurement Agency);Centre National d'Etudes Spatiales (CNES);;
2011-076B;38008;DGA (Arms Procurement Agency);Centre National d'Etudes Spatiales (CNES);;
2011-076A;38007;DGA (Arms Procurement Agency);Centre National d'Etudes Spatiales (CNES);;
2011-076C;38009;DGA (Arms Procurement Agency);Centre National d'Etudes Spatiales (CNES);;
2023-054AQ;56216;Clyde Space Ltd.;EUTELSAT;;
2021-022N;47944;Astroscale ;;;
2019-018A;44078;Defence Research and Development Organization;;;
2022-033C;52159;German Aerospace Center (DLR);;;
2023-001AW;55053;EOS Data Analytics;;;
2020-081A;46905;Ministry of Defense;;;
2022-013A;51656;Indian Space Research Organization (ISRO);;;
2023-019A;55562;Indian Space Research Organization (ISRO);;;
1999-068A;25994;Earth Sciences Enterprise (NASA);;;
2004-026A;28376;Goddard Space Flight Center;EOS Data and Operations System;;
2002-022A;27424;National Aeronautics and Space Administration (NASA) - Earth Science Enterprise;Japan Meteorological Agency;Brazilian Space Agency;
2020-091D;47230;Defense Ministry;;;
2016-080A;41896;Japan Aerospace Exploration Agency (JAXA);;;
2006-014A;29079;ImageSat International, NV;Ministry of Defense;;
2013-044A;39233;EUTELSAT S.A.;Es'hailSat;;
2018-090A;43700;Esâ€™hailSat;;;
2020-061B;46273;ESA;European Maritime Safety Agency;;
2018-099AL;43792;European University Network;;;
2018-036F;43446;Air Force Research Laboratory;;;
2020-102E;47300;Ethiopian Space Science and Technology Institute;;;
2019-093B;44880;Ethiopian Space Science and Technology Institute;;;
2018-099BB;43807;German Aerospace Center (DLR);;;
2009-016A;34710;EUTELSAT S.A.;;;
2006-020A;29162;EUTELSAT Americas;;;
2015-010B;40425;EUTELSAT S.A.;;;
2013-012A;39122;EUTELSAT Americas;;;
2016-038B;41589;EUTELSAT Americas;;;
2001-011A;26719;EUTELSAT S.A.;;;
2004-008A;28187;EUTELSAT S.A.;;;
2011-057A;37836;EUTELSAT S.A.;;;
2017-029B;42741;EUTELSAT S.A.;;;
2005-052A;28924;EUTELSAT S.A.;;;
2012-062B;38992;EUTELSAT S.A.;;;
2009-008B;33750;EUTELSAT S.A.;;;
2000-028A;26369;EUTELSAT S.A.;;;
2009-065A;36101;EUTELSAT S.A.;;;
2014-030A;39773;EUTELSAT S.A.;;;
2002-035A;27460;EUTELSAT S.A.;;;
2019-067A;44624;EUTELSAT S.A.;;;
2016-014A;41382;EUTELSAT S.A.;;;
2011-051A;37816;EUTELSAT S.A.;Nilesat;;
2012-069A;39020;EUTELSAT S.A.;;;
2013-022A;39163;EUTELSAT S.A.;;;
2019-034B;44334;EUTELSAT S.A.;;;
2015-039B;40875;EUTELSAT S.A.;Nilesat;;
2016-005A;41310;EUTELSAT S.A.;;;
2006-032A;29270;EUTELSAT S.A.;;;
2008-065A;33459;EUTELSAT S.A.;;;
2006-007B;28945;EUTELSAT S.A.;;;
2022-134A;54048;EUTELSAT S.A.;;;
2022-146A;54225;EUTELSAT S.A.;;;
2010-069A;37258;EUTELSAT S.A.;;;
2020-005B;45027;EUTELSAT S.A.;;;
2022-110A;53765;EUTELSAT S.A.;;;
2021-069B;49056;EUTELSAT S.A.;;;
2011-044F;37793;exactEarth;;;
2015-052G;40936;exactEarth;;;
2018-099BP;43819;Defense Advanced Research Projects Agency (DARPA);;;
2021-002L;47319;California Polytechnic Institute;;;
2020-053B;45986;Russian Satellite Communications Company;;;
2020-053A;45985;Russian Satellite Communications Company;;;
2005-023A;28707;Russian Satellite Communications Company;;;
2008-003A;32478;Russian Satellite Communications Company;;;
2009-007A;33595;Russian Satellite Communications Company;;;
2013-077A;39487;Russian Satellite Communications Company;;;
2014-064A;40277;Russian Satellite Communications Company;;;
2015-012A;40505;Russian Satellite Communications Company;;;
2015-048A;40895;Russian Satellite Communications Company;;;
2015-082A;41191;Russian Satellite Communications Company;;;
2021-123A;50001;Russian Satellite Communications Company;;;
2021-123B;50002;Russian Satellite Communications Company;;;
2014-010A;39612;Russian Satellite Communications Company;;;
2014-010B;39613;Russian Satellite Communications Company;;;
2018-099T;43775;Exseed Space;;;
2019-092E;44877;CNES (Centre national d'Ã©tudes spatiales);;;
2018-096C;43721;Colombian Air Force;;;
2023-054AD;56205;Colombian Air Force;;;
2020-090A;47226;Defense Ministry;;;
2007-006E;30776;US Air Force Academy;;;
2018-099BK;43815;US Air Force Academy;;;
2019-036J;44347;US Air Force Academy;;;
2020-029B;45610;US Air Force Academy;;;
2021-059AX;48924;InSpace;;;
2010-062F;37227;University of Texas - Austin;;;
2018-015A;43192;Link Space Aerospace Technology;;;
2012-064B;38998;China Academy of Space Technology (CAST);;;
2012-002A;38049;China Meteorological Administration;;;
2014-090A;40367;China Meteorological Administration;;;
2018-050A;43491;China Meteorological Administration;;;
2010-059A;37214;China Meteorological Administration;;;
2013-052A;39260;China Meteorological Administration;;;
2017-072A;43010;China Meteorological Administration;;;
2021-062A;49008;China Meteorological Administration;;;
2016-077A;41882;China Meteorological Administration;;;
2021-047A;48808;China Meteorological Administration;;;
2008-029A;33053;National Aeronautics and Space Administration (NASA);GSFC;;
2010-046A;37162;National Reconnaissance Office (NRO);;;
2012-014A;38109;National Reconnaissance Office (NRO);;;
2013-072A;39462;National Reconnaissance Office (NRO);;;
2016-010A;41334;National Reconnaissance Office (NRO);;;
2018-005A;43145;National Reconnaissance Office (NRO);;;
2017-042G;42831;University of Stuttgart;;;
1989-077A;20253;US Navy;;;
2017-049A;42920;National Space Organization;;;
1997-047A;24920;Los Alamos National Laboratory;;;
2021-033C;48250;Jihua Laboratory;;;
2018-099N;43770;AMSAT-NA;;;
2020-061W;46292;Copernicus Land and Marine Environment services;;;
2020-061X;46293;Copernicus Land and Marine Environment services;;;
2013-066AE;39444;AMSAT-UK;;;
1999-071A;26038;PanAmSat (Intelsat S.A.);;;
2003-013B;27715;PanAmSat (Intelsat S.A.);;;
2003-044A;27954;PanAmSat (Intelsat S.A.);Sky Perfect JSAT Corp.;;
2005-030A;28790;PanAmSat (Intelsat S.A.);;;
2005-041A;28884;PanAmSat (Intelsat S.A.);;;
2006-023A;29236;PanAmSat (Intelsat S.A.);;;
2007-016B;31307;Intelsat S.A.;;;
2008-024A;32951;Intelsat S.A.;;;
2008-045A;33376;Intelsat S.A.;;;
1997-026A;24812;Intelsat S.A. ;;;
2005-022A;28702;Intelsat S.A.;;;
2020-056C;46114;Intelsat S.A.;;;
2022-128A;54026;Intelsat S.A.;;;
2022-128B;54027;Intelsat S.A.;;;
2002-030A;27445;PanAmSat (Intelsat S.A.);DirecTV, Inc.;;
2014-050A;40128;European Space Agency (ESA);;;
2016-030A;41549;European Space Agency (ESA);;;
2016-030B;41550;European Space Agency (ESA);;;
2016-069B;41860;European Space Agency (ESA);;;
2016-069C;41861;European Space Agency (ESA);;;
2016-069D;41862;European Space Agency (ESA);;;
2017-079A;43055;European Space Agency (ESA);;;
2017-079B;43056;European Space Agency (ESA);;;
2017-079C;43057;European Space Agency (ESA);;;
2017-079D;43058;European Space Agency (ESA);;;
2018-060C;43566;European Space Agency (ESA);;;
2014-050B;40129;European Space Agency (ESA);;;
2018-060D;43567;European Space Agency (ESA);;;
2018-060A;43564;European Space Agency (ESA);;;
2018-060B;43565;European Space Agency (ESA);;;
2021-116A;49809;European Space Agency (ESA);;;
2021-116B;49810;European Space Agency (ESA);;;
2015-017A;40544;European Space Agency (ESA);;;
2015-017B;40545;European Space Agency (ESA);;;
2015-045A;40889;European Space Agency (ESA);;;
2015-045B;40890;European Space Agency (ESA);;;
2016-069A;41859;European Space Agency (ESA);;;
2015-079B;41175;European Space Agency (ESA);;;
2015-079A;41174;European Space Agency (ESA);;;
2011-060B;37847;European Space Agency (ESA);;;
2011-060A;37846;European Space Agency (ESA);;;
2012-055A;38857;European Space Agency (ESA);;;
2012-055B;38858;European Space Agency (ESA);;;
2023-001CD;55084;Gama;;;
2013-018A;39150;China National Academy of Sciences (CNSAS);;;
2018-031A;43259;Chinaâ€™s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture;;;
2018-031B;43260;Chinaâ€™s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture;;;
2018-031D;43262;Chinaâ€™s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture;;;
2018-043A;43461;Chinaâ€™s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture;;;
2018-048A;43484;Chinaâ€™s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture;;;
2019-066A;44622;China National Academy of Sciences (CNSAS);;;
2018-063A;43585;China National Academy of Sciences (CNSAS);;;
2020-064A;46396;China National Academy of Sciences (CNSAS);;;
2021-107A;49492;China National Academy of Sciences (CNSAS);;;
2019-082A;44819;China National Academy of Sciences (CNSAS);;;
2021-026A;48079;China National Academy of Sciences (CNSAS);;;
2022-069A;52912;China National Academy of Sciences (CNSAS);;;
2020-071A;46610;China National Academy of Sciences (CNSAS);;;
2023-036A;55912;China National Academy of Sciences (CNSAS);;;
2020-092A;47231;China National Academy of Sciences (CNSAS);;;
2014-049A;40118;China National Academy of Sciences (CNSAS);;;
2016-049A;41727;State Oceanic Administration (SOA);;;
2021-109A;49495;China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture;;;
2022-035A;52200;China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture;;;
2015-083A;41194;China National Academy of Sciences (CNSAS);;;
2021-079A;49122;China National Academy of Sciences (CNSAS);;;
2019-072A;44703;Ministry of Natural Resources;Ministry of Housing and Urban-Rural Development;National Bureau of Statistics;
2015-030A;40701;People's Liberation Army (C41);;;
2015-047A;40894;China National Academy of Sciences (CNSAS);;;
2020-034B;45625;China National Academy of Sciences (CNSAS);;;
2020-039A;45794;China National Academy of Sciences (CNSAS);;;
2020-054A;46025;China National Academy of Sciences (CNSAS);;;
2020-058A;46232;China National Academy of Sciences (CNSAS);;;
2020-042A;45856;China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture;;;
2015-075A;41121;Ministry of Defense;;;
2013-066Q;39430;GomSpace ApS;;;
2017-082A;43065;Japan Aerospace Exploration Agency (JAXA);;;
2022-003D;51097;Air Force Research Laboratory;Globalstar;;
2015-025G;40657;NearSpace Launch;Air Force Research Laboratory;;
2020-094A;47234;Chinese Academy of Sciences;;;
2020-094B;47235;Chinese Academy of Sciences;;;
2022-058A;52785;Geespace;;;
2022-058B;52786;Geespace;;;
2022-058C;52787;Geespace;;;
2022-058D;52788;Geespace;;;
2022-058E;52789;Geespace;;;
2022-058F;52790;Geespace;;;
2022-058G;52791;Geespace;;;
2022-058H;52792;Geespace;;;
2022-058J;52793;Geespace;;;
2006-029A;29252;Bigelow Aerospace;;;
2007-028A;31789;Bigelow Aerospace;;;
2016-034A;41579;Ministry of Defense;;;
2019-057A;44517;Ministry of Defense;;;
2018-100A;43823;Korea Meteorological Administration;National Meteorological Satellite Center;;
2020-013B;45246;Korea Meteorological Administration;National Meteorological Satellite Center;;
2008-042A;33331;DigitalGlobe Corporation;;;
1992-044A;22049;Institute of Space and Astronautical Science (ISAS);NASA;ESA;
2021-059CM;48962;Marshall Intec;;;
2020-061G;46278;GHGSat, Inc.;;;
2021-006DA;47509;GHGSat, Inc.;;;
2023-054AC;56204;GHGSat, Inc.;;;
2023-054AH;56209;GHGSat, Inc.;;;
2023-054J;56186;GHGSat, Inc.;;;
