officialName;COSPAR_number;NORAD_number;id_t;detailedPurpose;orbitSat;typeOrbitSat;longitudeGEO;perihelionSat;aphelionSat;eccentricitySat;inclinationSat;periodSat;drymass;power;expectedLifetime;launchSite;launchVehicle
Starlink-1905 ;2020-074H;46746;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1906 ;2020-074AC;46765;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1907 ;2020-088BH;47177;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1908 ;2020-074J;46747;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1909 ;2021-009C;47550;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1910 ;2020-074K;46748;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1911 ;2020-074L;46749;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1912 ;2020-088BJ;47178;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1913 ;2020-088BK;47179;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1916 ;2020-074AD;46766;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1917 ;2020-074AE;46767;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1918 ;2020-074AF;46768;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1920 ;2020-074N;46751;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1921 ;2020-074P;46752;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1922 ;2020-074Q;46753;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1923 ;2020-074R;46754;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1924 ;2020-074S;46755;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1925 ;2020-074T;46756;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1926 ;2020-074U;46757;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1927 ;2020-088BM;47181;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1928 ;2020-074V;46758;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1929 ;2020-074BB;46788;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1930 ;2020-074BC;46789;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1931 ;2020-074BD;46790;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1932 ;2020-074AH;46770;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1933 ;2020-074BE;46791;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1934 ;2020-074BF;46792;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1936 ;2020-074AK;46772;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1938 ;2021-009D;47551;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1940 ;2021-009E;47552;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1941 ;2020-074BG;46793;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1942 ;2020-074BH;46794;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1943 ;2020-074BJ;46795;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1944 ;2020-074BK;46796;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1948 ;2020-074BM;46798;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1953 ;2021-009G;47554;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1954 ;2021-009H;47555;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1955 ;2021-009J;47556;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1956 ;2021-009K;47557;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1957 ;2021-009L;47558;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1958 ;2021-009M;47559;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1959 ;2021-009N;47560;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1960 ;2021-009P;47561;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1961 ;2021-009Q;47562;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1962 ;2021-009R;47563;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1963 ;2021-009S;47564;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1964 ;2021-009T;47565;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1965 ;2021-009U;47566;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1966 ;2021-009V;47567;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1967 ;2021-009W;47568;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1969 ;2021-009Y;47570;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1970 ;2021-009Z;47571;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1971;2021-009AA;47572;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1972 ;2021-012H;47627;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1973 ;2021-012J;47628;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1974 ;2021-012K;47629;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1975;2021-009AB;47573;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1976 ;2021-009AC;47574;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1977 ;2021-009AD;47575;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1978 ;2021-009AE;47576;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1979 ;2021-009AF;47577;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1980 ;2021-009AG;47578;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1981 ;2021-009AH;47579;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1982 ;2021-009AJ;47580;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1983 ;2021-012L;47630;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1984 ;2021-009AK;47581;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1986 ;2021-009AL;47582;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1987 ;2021-009AM;47583;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1989 ;2021-009AP;47585;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1990 ;2021-009AQ;47586;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1991 ;2021-009AR;47587;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1992 ;2021-012N;47632;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1993 ;2021-009AS;47588;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1994 ;2021-009AT;47589;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1995 ;2021-009AU;47590;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1996 ;2021-009AV;47591;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1997 ;2021-009AW;47592;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1998 ;2021-009AX;47593;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-1999 ;2021-009AY;47594;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2000 ;2021-009AZ;47595;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2001 ;2021-009BA;47596;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2002 ;2021-009BB;47597;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2003 ;2021-009BC;47598;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2004 ;2021-009BD;47599;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2005 ;2021-009BE;47600;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2006 ;2021-009BF;47601;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2007 ;2021-009BG;47602;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2008 ;2021-009BH;47603;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2009 ;2021-012P;47633;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2010 ;2021-012Q;47634;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2011 ;2021-005B;47350;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2012 ;2021-012R;47635;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2013 ;2021-012S;47636;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2014 ;2021-012T;47637;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2015 ;2021-012U;47638;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2016 ;2021-012V;47639;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2017 ;2021-005C;47351;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2018 ;2021-012W;47640;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2019 ;2021-012X;47641;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2020 ;2021-012Y;47642;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2021 ;2021-009BJ;47604;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2022 ;2021-012Z;47643;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2024 ;2021-009BL;47606;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2025 ;2021-009BM;47607;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2026 ;2021-012AA;47644;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2027 ;2021-012AB;47645;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2028 ;2021-012AC;47646;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2029 ;2021-036AW;48320;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2030 ;2021-012AD;47647;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2031 ;2021-012AE;47648;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2032 ;2021-012AF;47649;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2033 ;2021-012AG;47650;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2034 ;2021-005D;47352;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2035 ;2021-012AH;47651;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2036 ;2021-012AJ;47652;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2037 ;2021-012AK;47653;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2038 ;2021-012AL;47654;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2039 ;2021-012AM;47655;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2040 ;2021-012AN;47656;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2041 ;2021-012AP;47657;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2042 ;2021-012AQ;47658;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2043 ;2021-012AR;47659;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2044 ;2021-012AS;47660;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2045 ;2021-005E;47353;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2046 ;2021-005F;47354;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2047 ;2021-005G;47355;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2048 ;2021-027A;48092;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2049 ;2021-005H;47356;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2050 ;2021-005J;47357;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2051 ;2021-012AT;47661;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2052 ;2021-012AU;47662;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2053 ;2021-012AV;47663;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2054 ;2021-012AW;47664;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2055 ;2021-005K;47358;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2056 ;2021-012AX;47665;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2057 ;2021-012AY;47666;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2058 ;2021-012AZ;47667;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2059 ;2021-012BA;47668;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2060 ;2021-012BB;47669;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2061 ;2021-036AN;48312;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2062 ;2021-012BC;47670;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2063;2021-041A;48553;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2064 ;2021-012BD;47671;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2065 ;2021-012BE;47672;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2066 ;2021-012BF;47673;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2067 ;2021-012BG;47674;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2068 ;2021-017A;47722;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2069 ;2021-005L;47359;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2070 ;2021-005M;47360;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2071 ;2021-005N;47361;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2076 ;2021-005P;47362;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2077 ;2021-005Q;47363;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2078 ;2021-012BH;47675;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2081 ;2021-005T;47366;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2082 ;2021-005U;47367;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2083 ;2021-012BJ;47676;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2084 ;2021-005V;47368;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2085 ;2021-005W;47369;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2086 ;2021-005X;47370;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2087;2021-024A;47977;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2088 ;2021-005Y;47371;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2089 ;2021-005Z;47372;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2090 ;2021-012BK;47677;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2092 ;2021-005AA ;47373;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2093 ;2021-005AB;47374;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2094 ;2021-005AC;47375;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2095 ;2021-012BM;47679;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2096 ;2021-005AD;47376;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2097 ;2021-005AE;47377;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2098 ;2021-005AF;47378;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2099 ;2021-005AG;47379;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2100 ;2021-005AH;47380;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2101 ;2021-005AJ;47381;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2102 ;2021-005AK;47382;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2103 ;2021-005AL;47383;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2104 ;2021-005AM;47384;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2105 ;2021-005AN;47385;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2106 ;2021-005AP;47386;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2107 ;2021-017B;47723;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2108 ;2021-005AQ;47387;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2109 ;2021-005AR;47388;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
